CityCountry,Latitude,Longitude,city,country,20150212,Language20150212,20150213,Language20150213,20150214,Language20150214,20150215,Language20150215,20150216,Language20150216,20150217,Language20150217,20150218,Language20150218,20150219,Language20150219,20150220,Language20150220,20150221,Language20150221,20150222,Language20150222,20150223,Language20150223,20150224,Language20150224,20150225,Language20150225,20150226,Language20150226,20150227,Language20150227,20150228,Language20150228,20150301,Language20150301,20150302,Language20150302,20150303,Language20150303,20150304,Language20150304,20150305,Language20150305,20150306,Language20150306,20150307,Language20150307,20150308,Language20150308,20150309,Language20150309
Berlin-Germany0,52.52,13.405,Berlin,Germany,0,,0.0,en,138.0,en,138.0,en,138.0,en,138.0,en,242.0,en,242.0,en,346.0,en,346.0,en,346.0,en,605.0,en,942.0,en,1175.0,en,1840.0,en,3981.0,en,4689.0,en,5121.0,en,6235.0,en,7780.0,en,9109.0,en,9912.0,en,10378.0,en,10542.0,en,10542.0,en,10542.0,en
Bialystok-Poland0,53.1325,23.1688,Bialystok,Poland,0,,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,208.0,en,208.0,en,208.0,en,208.0,en,329.0,en,484.0,en,484.0,en,613.0,en,613.0,en,613.0,en,613.0,en,613.0,en,613.0,en,613.0,en,613.0,en,613.0,en
Bielefeld-Germany0,52.0302,8.5325,Bielefeld,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en
Birmingham-United Kingdom0,52.4862,-1.8904,Birmingham,United Kingdom,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,432.0,en,570.0,en,725.0,en,941.0,en,1122.0,en,1269.0,en,1519.0,en,1640.0,en,1761.0,en,1761.0,en,1761.0,en,1761.0,en,1761.0,en,1761.0,en
Bochum-Germany0,51.4818,7.2162,Bochum,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
Bonn-Germany0,50.7374,7.0982,Bonn,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,199.0,en,199.0,en,199.0,en,199.0,en,199.0,en,337.0,en,337.0,en,337.0,en,337.0,en,337.0,en,337.0,en
Botosani-Romania0,47.7486,26.6694,Botosani,Romania,0,,665.0,en,665.0,en,665.0,en,1304.0,en,2098.0,en,2728.0,en,3160.0,en,3160.0,en,3160.0,en,3160.0,en,3419.0,en,3419.0,en,3419.0,en,3419.0,en,3419.0,en,3419.0,en,3419.0,en,3419.0,en,3419.0,en,3419.0,en,3419.0,en,3419.0,en,3419.0,en,3419.0,en,3419.0,en
Braga-Portugal0,41.5454,-8.4265,Braga,Portugal,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,155.0,en,155.0,en,155.0,en,647.0,en,647.0,en,647.0,en,647.0,en,647.0,en,647.0,en,647.0,en
Bratislava-Slovakia0,48.1459,17.1071,Bratislava,Slovakia,0,,0.0,en,181.0,en,302.0,en,431.0,en,535.0,en,535.0,en,535.0,en,535.0,en,535.0,en,535.0,en,535.0,en,535.0,en,535.0,en,535.0,en,535.0,en,639.0,en,898.0,en,1882.0,en,1882.0,en,1882.0,en,2003.0,en,2227.0,en,2443.0,en,2728.0,en,2728.0,en
Bremen-Germany0,53.0793,8.8017,Bremen,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,371.0,en,371.0,en,371.0,en,371.0,en,371.0,en,483.0,en,483.0,en,483.0,en,483.0,en,483.0,en,483.0,en
Brighton-United Kingdom0,50.8225,-0.1372,Brighton,United Kingdom,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,371.0,en,544.0,en,734.0,en,933.0,en,1106.0,en,1106.0,en,1235.0,en,1356.0,en,1529.0,en,1529.0,en,1529.0,en,1529.0,en,1529.0,en,1529.0,en
Bristol-United Kingdom0,51.4545,-2.5879,Bristol,United Kingdom,0,,0.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,673.0,en,949.0,en,1156.0,en,1406.0,en,1605.0,en,1605.0,en,1804.0,en,1933.0,en,1933.0,en,1933.0,en,1933.0,en,1933.0,en,1933.0,en,1933.0,en
Brno-Czech Republic0,49.1951,16.6068,Brno,Czech Republic,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en
Brunswick-Germany0,52.2689,10.5268,Brunswick,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,181.0,en,181.0,en,181.0,en,181.0,en,181.0,en,181.0,en,181.0,en,181.0,en,181.0,en,181.0,en,181.0,en
Brussels-Belgium0,50.8503,4.3517,Brussels,Belgium,0,,0.0,en,155.0,en,155.0,en,155.0,en,155.0,en,1053.0,en,1934.0,en,2098.0,en,2245.0,en,2245.0,en,2245.0,en,2504.0,en,2659.0,en,2788.0,en,3004.0,en,3168.0,en,3289.0,en,3574.0,en,3764.0,en,3911.0,en,3911.0,en,3911.0,en,3911.0,en,3911.0,en,3911.0,en
Bucharest-Romania0,44.4268,26.1025,Bucharest,Romania,0,,509.0,en,820.0,en,820.0,en,1390.0,en,1761.0,en,2158.0,en,2408.0,en,2563.0,en,2692.0,en,2891.0,en,2891.0,en,3133.0,en,3418.0,en,3712.0,en,4092.0,en,4420.0,en,4765.0,en,4998.0,en,5594.0,en,5801.0,en,5801.0,en,5801.0,en,5801.0,en,5801.0,en,5801.0,en
Budapest-Hungary0,47.4979,19.0402,Budapest,Hungary,0,,0.0,en,164.0,en,164.0,en,311.0,en,311.0,en,311.0,en,311.0,en,311.0,en,311.0,en,311.0,en,751.0,en,1243.0,en,1407.0,en,1407.0,en,1588.0,en,1743.0,en,1743.0,en,3910.0,en,4014.0,en,4014.0,en,4238.0,en,4549.0,en,4903.0,en,5127.0,en,5282.0,en
Burgas-Bulgaria0,42.5048,27.4626,Burgas,Bulgaria,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en
Bydgoszcz-Poland0,53.1235,18.0084,Bydgoszcz,Poland,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,268.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en
Cambridge-United Kingdom0,52.2053,0.1218,Cambridge,United Kingdom,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,319.0,en,569.0,en,707.0,en,811.0,en,966.0,en,966.0,en,1199.0,en,1303.0,en,1303.0,en,1303.0,en,1303.0,en,1303.0,en,1303.0,en,1303.0,en
Canterbury-United Kingdom0,51.2802,1.0789,Canterbury,United Kingdom,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en
Cardiff-United Kingdom0,51.4816,-3.1791,Cardiff,United Kingdom,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,276.0,en,431.0,en,560.0,en,715.0,en,836.0,en,836.0,en,1017.0,en,1017.0,en,1017.0,en,1017.0,en,1017.0,en,1017.0,en,1017.0,en,1017.0,en
Cascais-Portugal0,38.6971,-9.4223,Cascais,Portugal,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,259.0,en,259.0,en,259.0,en,259.0,en,259.0,en,259.0,en,259.0,en
Castelo Branco-Portugal0,39.8197,-7.4965,Castelo Branco,Portugal,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,181.0,en,181.0,en,181.0,en,181.0,en,181.0,en,181.0,en,181.0,en
Chalandri-Greece0,38.0223,23.8049,Chalandri,Greece,0,,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,208.0,en,208.0,en,208.0,en,208.0,en,208.0,en,208.0,en,208.0,en,208.0,en,208.0,en,208.0,en,208.0,en,208.0,en,208.0,en,208.0,en,208.0,en,208.0,en,208.0,en
Charleroi-Belgium0,50.4108,4.4446,Charleroi,Belgium,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,129.0,en,129.0,en,129.0,en
Cluj-Napoca-Romania0,46.7667,23.5833,ClujNapoca,Romania,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Coimbra-Portugal0,40.2033,-8.4103,Coimbra,Portugal,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,173.0,en,285.0,en,414.0,en,414.0,en,414.0,en,414.0,en,587.0,en,1571.0,en,1761.0,en,1761.0,en,1761.0,en,1761.0,en,1761.0,en,1761.0,en
Cologne-Germany0,50.9375,6.9603,Cologne,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,164.0,en,967.0,en,1079.0,en,1183.0,en,1183.0,en,1183.0,en,1675.0,en,1779.0,en,1779.0,en,1779.0,en,1779.0,en,1779.0,en
Copenhagen-Denmark0,55.6761,12.5683,Copenhagen,Denmark,0,,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,242.0,en,242.0,en,242.0,en,242.0,en,406.0,en,596.0,en,596.0,en,596.0,en,596.0,en,596.0,en,596.0,en,596.0,en,596.0,en,596.0,en,596.0,en
Coventry-United Kingdom0,52.4068,-1.5197,Coventry,United Kingdom,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,190.0,en,389.0,en,389.0,en,493.0,en,493.0,en,493.0,en,597.0,en,597.0,en,597.0,en,597.0,en,597.0,en,597.0,en,597.0,en,597.0,en
Croydon-United Kingdom0,51.3762,-0.0982,Croydon,United Kingdom,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,216.0,en,216.0,en,328.0,en,440.0,en,440.0,en,440.0,en,561.0,en,665.0,en,829.0,en,829.0,en,829.0,en,829.0,en,829.0,en,829.0,en
Darmstadt-Germany0,49.8728,8.6512,Darmstadt,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en
Dortmund-Germany0,51.5136,7.4653,Dortmund,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,207.0,en,509.0,en,509.0,en,509.0,en,509.0,en,509.0,en,509.0,en,509.0,en,509.0,en,509.0,en,509.0,en,509.0,en
Dreieich-Germany0,50.0295,8.6949,Dreieich,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,241.0,en,241.0,en,241.0,en,241.0,en,241.0,en,241.0,en,241.0,en,241.0,en,241.0,en,241.0,en,241.0,en,241.0,en,241.0,en
Dresden-Germany0,51.0504,13.7373,Dresden,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,483.0,en,483.0,en,483.0,en,483.0,en,483.0,en,483.0,en,483.0,en,483.0,en,483.0,en,483.0,en,483.0,en
Dublin-Ireland0,53.3498,-6.2603,Dublin,Ireland,0,,129.0,en,569.0,en,897.0,en,1121.0,en,1225.0,en,1225.0,en,1225.0,en,1225.0,en,1225.0,en,1225.0,en,1622.0,en,2166.0,en,2546.0,en,2900.0,en,4091.0,en,4816.0,en,5058.0,en,5377.0,en,5584.0,en,5774.0,en,5774.0,en,5774.0,en,5774.0,en,5895.0,en,5999.0,en
Duisburg-Germany0,51.4344,6.7623,Duisburg,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Dundee-United Kingdom0,56.461999999999996,-2.9707,Dundee,United Kingdom,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en
Durham-United Kingdom0,54.7752,-1.5849,Durham,United Kingdom,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en
Dusseldorf-Germany0,51.2277,6.7735,Dusseldorf,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,397.0,en,1623.0,en,1934.0,en,2141.0,en,2391.0,en,2693.0,en,2840.0,en,2840.0,en,2840.0,en,2840.0,en,2840.0,en,2840.0,en
Edinburgh-United Kingdom0,55.9533,-3.1883,Edinburgh,United Kingdom,0,,112.0,en,311.0,en,613.0,en,768.0,en,923.0,en,1122.0,en,1122.0,en,1226.0,en,1226.0,en,1226.0,en,1330.0,en,2193.0,en,2651.0,en,2893.0,en,3437.0,en,3929.0,en,4058.0,en,4472.0,en,4696.0,en,5007.0,en,5007.0,en,5007.0,en,5007.0,en,5007.0,en,5007.0,en
Entroncamento-Portugal0,39.4611,-8.4788,Entroncamento,Portugal,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,216.0,en,216.0,en,216.0,en,216.0,en,216.0,en,216.0,en,216.0,en
Essen-Germany0,51.4556,7.0116,Essen,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en
Evora-Portugal0,38.5714,-7.9135,Evora,Portugal,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,259.0,en,259.0,en,259.0,en,259.0,en,259.0,en,259.0,en,259.0,en
Exeter-United Kingdom0,50.7184,-3.5339,Exeter,United Kingdom,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,181.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,414.0,en,414.0,en,414.0,en,414.0,en,414.0,en,414.0,en,414.0,en,414.0,en
Faro-Portugal0,37.0194,-7.9304,Faro,Portugal,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,199.0,en,199.0,en,199.0,en,199.0,en,199.0,en,199.0,en,199.0,en
Felgueiras-Portugal0,41.3664,-8.1972,Felgueiras,Portugal,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Florence-Italy0,43.771,11.248,Florence,Italy,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
Frankfurt-Germany0,50.1109,8.6821,Frankfurt,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,164.0,en,811.0,en,940.0,en,940.0,en,940.0,en,940.0,en,1199.0,en,1199.0,en,1199.0,en,1199.0,en,1199.0,en,1199.0,en
Freiburg-Germany0,47.998999999999995,7.8421,Freiburg,Germany,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,199.0,en,199.0,en,199.0,en,199.0,en,199.0,en,199.0,en,199.0,en,199.0,en,199.0,en,199.0,en,199.0,en
