CityCountry,Latitude,Longitude,city,country,20150212,Language20150212,20150213,Language20150213,20150214,Language20150214,20150215,Language20150215,20150216,Language20150216,20150217,Language20150217,20150218,Language20150218,20150219,Language20150219,20150220,Language20150220,20150221,Language20150221,20150222,Language20150222,20150223,Language20150223,20150224,Language20150224,20150225,Language20150225,20150226,Language20150226,20150227,Language20150227,20150228,Language20150228,20150301,Language20150301,20150302,Language20150302,20150303,Language20150303,20150304,Language20150304,20150305,Language20150305,20150306,Language20150306,20150307,Language20150307,20150308,Language20150308,20150309,Language20150309
Campo Grande-Brazil0,-20.4698,-54.6202,Campo Grande,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en
Canoas-Brazil0,-29.9133,-51.1862,Canoas,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en
Caracas-Venezuela0,10.4696,-66.8037,Caracas,Venezuela,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,164.0,en,164.0,en,164.0,en,164.0,en,276.0,en,380.0,en,380.0,en,380.0,en,380.0,en,380.0,en,380.0,en,380.0,en,380.0,en,380.0,en,380.0,en
Cascavel-Brazil0,-24.9579,-53.4595,Cascavel,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Chiclayo-Peru0,-6.763,-79.8366,Chiclayo,Peru,0,,0.0,en,0.0,en,268.0,en,484.0,en,605.0,en,605.0,en,605.0,en,605.0,en,605.0,en,605.0,en,605.0,en,605.0,en,709.0,en,882.0,en,986.0,en,986.0,en,986.0,en,1124.0,en,1124.0,en,1124.0,en,1124.0,en,1124.0,en,1124.0,en,1124.0,en,1124.0,en
Chimbote-Peru0,-9.0633,-78.589,Chimbote,Peru,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en
Concepcion-Chile0,-36.8189,-73.0503,Concepcion,Chile,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,362.0,en,509.0,en,664.0,en,664.0,en,664.0,en,664.0,en,664.0,en,664.0,en,811.0,en
Curitiba-Brazil0,-25.4244,-49.2654,Curitiba,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,181.0,en,319.0,en,319.0,en,647.0,en,1277.0,en,1519.0,en,1666.0,en,1787.0,en,1891.0,en,2254.0,en,2254.0,en,2254.0,en,2254.0,en,2254.0,en,2254.0,en
Cusco-Peru0,-13.5319,-71.9675,Cusco,Peru,0,,0.0,en,0.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,311.0,en,311.0,en,311.0,en,311.0,en,311.0,en,415.0,en,415.0,en,415.0,en,415.0,en,415.0,en,415.0,en,415.0,en,415.0,en
Florianopolis-Brazil0,-27.5949,-48.5482,Florianopolis,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en
Fortaleza-Brazil0,-3.7319,-38.5267,Fortaleza,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,250.0,en,457.0,en,457.0,en,595.0,en,595.0,en,595.0,en,794.0,en,794.0,en,794.0,en,794.0,en,794.0,en,794.0,en
Goiania-Brazil0,-16.6869,-49.2648,Goiania,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,190.0,en,432.0,en,432.0,en,536.0,en,536.0,en,536.0,en,752.0,en,752.0,en,752.0,en,752.0,en,752.0,en,752.0,en
Guayaquil-Ecuador0,-2.2038,-79.8975,Guayaquil,Ecuador,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,285.0,en,432.0,en,432.0,en,432.0,en,432.0,en,432.0,en,432.0,en,432.0,en,432.0,en,432.0,en
Huancayo-Peru0,-12.0686,-75.2103,Huancayo,Peru,0,,328.0,en,811.0,en,2641.0,en,3772.0,en,4281.0,en,4747.0,en,5049.0,en,5334.0,en,5697.0,en,5947.0,en,6232.0,en,6456.0,en,7060.0,en,7751.0,en,8347.0,en,8632.0,en,8632.0,en,9443.0,en,9564.0,en,9858.0,en,10048.0,en,10048.0,en,10048.0,en,10048.0,en,10048.0,en
Iquique-Chile0,-20.2167,-70.1422,Iquique,Chile,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Joao Pessoa-Brazil0,-7.1195,-34.8449,Joao Pessoa,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
Joinville-Brazil0,-26.3044,-48.8464,Joinville,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,216.0,en,216.0,en,216.0,en,216.0,en,216.0,en,216.0,en,216.0,en,216.0,en,216.0,en,216.0,en,216.0,en
La Serena-Chile0,-29.9063,-71.2502,La Serena,Chile,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
La Victoria-Peru0,-12.0734,-77.0163,La Victoria,Peru,0,,2055.0,en,4627.0,en,17671.0,en,26606.0,en,31880.0,en,34720.0,en,36731.0,en,39088.0,en,41643.0,en,43430.0,en,44975.0,en,46572.0,en,50880.0,en,56776.0,en,60255.0,en,62154.0,en,62586.0,en,66704.0,en,67749.0,en,69484.0,en,70917.0,en,71167.0,en,71305.0,en,71452.0,en,71771.0,en
Lima-Peru0,12.04,77.02,Lima,Peru,0,,0.0,en,0.0,en,294.0,en,493.0,en,692.0,en,692.0,en,692.0,en,692.0,en,692.0,en,692.0,en,692.0,en,692.0,en,830.0,en,959.0,en,959.0,en,959.0,en,959.0,en,1106.0,en,1106.0,en,1106.0,en,1106.0,en,1106.0,en,1106.0,en,1106.0,en,1106.0,en
Londrina-Brazil0,-23.3045,-51.1696,Londrina,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en
Maringa-Brazil0,-23.421,-51.9331,Maringa,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en
Medellin-Colombia0,6.2308,-75.5906,Medellin,Colombia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en
Natal-Brazil0,-5.7793,-35.2009,Natal,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en
Niteroi-Brazil0,-22.886,-43.1152,Niteroi,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,225.0,en,449.0,en,665.0,en,665.0,en,665.0,en,777.0,en,898.0,en,898.0,en,898.0,en,898.0,en,898.0,en,898.0,en
Nuestra Senora de La Paz-Bolivia0,-16.5,-68.15,Nuestra Senora de La Paz,Bolivia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Piura-Peru0,-5.1853,-80.649,Piura,Peru,0,,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Porto Alegre-Brazil0,-30.0347,-51.2177,Porto Alegre,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,155.0,en,155.0,en,155.0,en,405.0,en,880.0,en,1070.0,en,1182.0,en,1182.0,en,1182.0,en,1484.0,en,1484.0,en,1484.0,en,1484.0,en,1484.0,en,1484.0,en
Presidente Prudente-Brazil0,-22.1211,-51.393,Presidente Prudente,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en
Quito-Ecuador0,-0.2232,-78.5127,Quito,Ecuador,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,276.0,en,276.0,en,595.0,en,1001.0,en,1407.0,en,1683.0,en,1899.0,en,1899.0,en,1899.0,en,1899.0,en,1899.0,en,1899.0,en,1899.0,en
Rancagua-Chile0,-34.1681,-70.73899999999999,Rancagua,Chile,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,225.0,en,380.0,en,492.0,en,621.0,en,621.0,en,621.0,en,621.0,en,621.0,en,621.0,en,621.0,en
Recife-Brazil0,-8.0476,-34.876999999999995,Recife,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,147.0,en,432.0,en,544.0,en,544.0,en,656.0,en,656.0,en,906.0,en,906.0,en,906.0,en,906.0,en,906.0,en,906.0,en
Ribeirao Preto-Brazil0,-21.1705,-47.8102,Ribeirao Preto,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,216.0,en,216.0,en,216.0,en,216.0,en,216.0,en,216.0,en
Rio de Janeiro-Brazil0,-22.9083,-43.196999999999996,Rio de Janeiro,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,552.0,en,768.0,en,1320.0,en,2580.0,en,5472.0,en,6724.0,en,7656.0,en,8329.0,en,8605.0,en,10116.0,en,10487.0,en,10686.0,en,10790.0,en,10894.0,en,10894.0,en
Salvador-Brazil0,-12.9722,-38.5014,Salvador,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,155.0,en,492.0,en,621.0,en,621.0,en,621.0,en,621.0,en,889.0,en,889.0,en,889.0,en,889.0,en,889.0,en,889.0,en
Santiago de Surco-Peru0,-12.1416,-76.9918,Santiago de Surco,Peru,0,,242.0,en,587.0,en,1882.0,en,2849.0,en,3427.0,en,3721.0,en,4153.0,en,4369.0,en,4576.0,en,4775.0,en,4965.0,en,5129.0,en,5569.0,en,6130.0,en,6449.0,en,6648.0,en,6648.0,en,7131.0,en,7243.0,en,7459.0,en,7666.0,en,7666.0,en,7666.0,en,7666.0,en,7666.0,en
Santiago-Chile0,-33.4691,-70.642,Santiago,Chile,0,,337.0,en,639.0,en,639.0,en,639.0,en,820.0,en,820.0,en,1122.0,en,1295.0,en,1295.0,en,1295.0,en,1718.0,en,2460.0,en,3211.0,en,4782.0,en,7562.0,en,9254.0,en,15400.0,en,19423.0,en,22065.0,en,23455.0,en,24500.0,en,25519.0,en,26356.0,en,26589.0,en,27927.0,en
Santos-Brazil0,-23.9561,-46.3264,Santos,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,207.0,en,207.0,en,207.0,en,207.0,en,207.0,en,207.0,en,207.0,en,207.0,en,207.0,en,207.0,en,207.0,en
Sao Bernardo do Campo-Brazil0,-23.6899,-46.5648,Sao Bernardo do Campo,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en
Sao Jose dos Campos-Brazil0,-23.2237,-45.9009,Sao Jose dos Campos,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Sao Paulo-Brazil0,-23.5505,-46.6333,Sao Paulo,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,440.0,en,595.0,en,595.0,en,1406.0,en,1976.0,en,2632.0,en,3789.0,en,6620.0,en,7578.0,en,8208.0,en,8968.0,en,9287.0,en,10832.0,en,11307.0,en,11747.0,en,11928.0,en,11928.0,en,12187.0,en
Tacna-Peru0,-18.0066,-70.2463,Tacna,Peru,0,,0.0,en,224.0,en,984.0,en,1528.0,en,1873.0,en,2054.0,en,2054.0,en,2054.0,en,2175.0,en,2313.0,en,2313.0,en,2425.0,en,2762.0,en,3323.0,en,3591.0,en,3703.0,en,3703.0,en,3979.0,en,3979.0,en,4160.0,en,4324.0,en,4324.0,en,4324.0,en,4324.0,en,4324.0,en
Talca-Chile0,-35.4306,-71.6573,Talca,Chile,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en
Temuco-Chile0,-38.7338,-72.5845,Temuco,Chile,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en
Trujillo-Peru0,-8.1124,-79.03,Trujillo,Peru,0,,0.0,en,0.0,en,423.0,en,734.0,en,889.0,en,993.0,en,993.0,en,993.0,en,1114.0,en,1114.0,en,1114.0,en,1114.0,en,1278.0,en,1416.0,en,1416.0,en,1416.0,en,1416.0,en,1623.0,en,1623.0,en,1623.0,en,1623.0,en,1623.0,en,1623.0,en,1623.0,en,1623.0,en
Uberlandia-Brazil0,-18.9146,-48.2754,Uberlandia,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en
Valparaiso-Chile0,-33.0456,-71.6204,Valparaiso,Chile,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,285.0,en,389.0,en,596.0,en,795.0,en,959.0,en,959.0,en,959.0,en,1114.0,en,1114.0,en,1114.0,en,1623.0,en
Vila Velha-Brazil0,-20.3478,-40.2949,Vila Velha,Brazil,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en
