CityCountry,Latitude,Longitude,city,country,20150212,Language20150212,20150213,Language20150213,20150214,Language20150214,20150215,Language20150215,20150216,Language20150216,20150217,Language20150217,20150218,Language20150218,20150219,Language20150219,20150220,Language20150220,20150221,Language20150221,20150222,Language20150222,20150223,Language20150223,20150224,Language20150224,20150225,Language20150225,20150226,Language20150226,20150227,Language20150227,20150228,Language20150228,20150301,Language20150301,20150302,Language20150302,20150303,Language20150303,20150304,Language20150304,20150305,Language20150305,20150306,Language20150306,20150307,Language20150307,20150308,Language20150308,20150309,Language20150309
Bingol-Turkey0,38.8853,40.4983,Bingol,Turkey,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
Brisbane-Australia0,-27.471,153.0235,Brisbane,Australia,0,,181.0,en,604.0,en,725.0,en,725.0,en,725.0,en,725.0,en,725.0,en,725.0,en,725.0,en,725.0,en,975.0,en,1657.0,en,2468.0,en,3754.0,en,6447.0,en,8113.0,en,9011.0,en,9512.0,en,10211.0,en,10565.0,en,10712.0,en,11144.0,en,11351.0,en,11463.0,en,11463.0,en
Bukit Mertajam-Malaysia0,5.3655,100.459,Bukit Mertajam,Malaysia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en
Canberra-Australia0,-35.282,149.1287,Canberra,Australia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,155.0,en,405.0,en,629.0,en,776.0,en,776.0,en,776.0,en,776.0,en,776.0,en,776.0,en,776.0,en,776.0,en,776.0,en
Chelyabinsk-Russia0,55.1644,61.4368,Chelyabinsk,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,216.0,en,216.0,en,216.0,en,354.0,en,483.0,en,483.0,en,630.0,en,630.0,en,734.0,en,734.0,en,734.0,en,734.0,en
Chita-Russia0,52.05,113.4667,Chita,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Christchurch-New Zealand0,-43.5321,172.6362,Christchurch,New Zealand,0,,0.0,en,0.0,en,121.0,en,717.0,en,967.0,en,967.0,en,967.0,en,967.0,en,967.0,en,967.0,en,1071.0,en,1071.0,en,1071.0,en,1200.0,en,1476.0,en,1623.0,en,1727.0,en,1727.0,en,1727.0,en,1727.0,en,1727.0,en,1727.0,en,1727.0,en,1727.0,en,1727.0,en
Corlu-Turkey0,41.1675,27.8056,Corlu,Turkey,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Denizli-Turkey0,37.7765,29.0864,Denizli,Turkey,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,224.0,en,224.0,en,224.0,en,224.0,en,224.0,en,224.0,en,224.0,en
Diyarbakir-Turkey0,37.9144,40.2306,Diyarbakir,Turkey,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,147.0,en,268.0,en,268.0,en,380.0,en,509.0,en,509.0,en,509.0,en,509.0,en,509.0,en,509.0,en,664.0,en,793.0,en,793.0,en,793.0,en,793.0,en,793.0,en,793.0,en
Dubai-United Arab Emirates0,25.2048,55.2708,Dubai,United Arab Emirates,0,,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,250.0,en,431.0,en,638.0,en,1070.0,en,1545.0,en,1744.0,en,1951.0,en,2124.0,en,2124.0,en,2124.0,en,2124.0,en,2124.0,en,2124.0,en,2124.0,en
Erzurum-Turkey0,39.9086,41.2769,Erzurum,Turkey,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,155.0,en,354.0,en,354.0,en,354.0,en,354.0,en,354.0,en,354.0,en,354.0,en
Eskisehir-Turkey0,39.7767,30.5206,Eskisehir,Turkey,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en
Gaziantep-Turkey0,37.0662,37.3833,Gaziantep,Turkey,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en
Gold Coast-Australia0,-28.0173,153.4257,Gold Coast,Australia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,285.0,en,484.0,en,622.0,en,622.0,en,622.0,en,622.0,en,622.0,en,622.0,en,622.0,en,622.0,en,622.0,en,622.0,en
Hobart-Australia0,-42.8819,147.3238,Hobart,Australia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en
Irkutsk-Russia0,52.287,104.305,Irkutsk,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,225.0,en,372.0,en,372.0,en,484.0,en,484.0,en,484.0,en,484.0,en,484.0,en,484.0,en
Istanbul-Turkey0,41.0053,28.976999999999997,Istanbul,Turkey,0,,509.0,en,2382.0,en,4402.0,en,5593.0,en,7190.0,en,10703.0,en,15822.0,en,18964.0,en,21821.0,en,23910.0,en,26603.0,en,29728.0,en,32404.0,en,35330.0,en,37799.0,en,42625.0,en,45249.0,en,48434.0,en,51723.0,en,54390.0,en,54830.0,en,55149.0,en,55313.0,en,55313.0,en,55425.0,en
Izmir-Turkey0,38.4188,27.1287,Izmir,Turkey,0,,0.0,en,276.0,en,621.0,en,854.0,en,1173.0,en,1484.0,en,2252.0,en,2528.0,en,2986.0,en,3236.0,en,3478.0,en,3953.0,en,4307.0,en,4609.0,en,4963.0,en,5714.0,en,5938.0,en,6335.0,en,6698.0,en,7173.0,en,7173.0,en,7173.0,en,7173.0,en,7173.0,en,7173.0,en
Izmit-Turkey0,40.775999999999996,29.9484,Izmit,Turkey,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,138.0,en,138.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,440.0,en,440.0,en,440.0,en,440.0,en,440.0,en,440.0,en,440.0,en
Jakarta-Indonesia0,-6.2088,106.8456,Jakarta,Indonesia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en
Johor Bahru-Malaysia0,1.4927,103.7414,Johor Bahru,Malaysia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,224.0,en,224.0,en,224.0,en,224.0,en,224.0,en,224.0,en,224.0,en,345.0,en,345.0,en,345.0,en,345.0,en,345.0,en
Kaluga-Russia0,54.5519,36.2851,Kaluga,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,259.0,en,259.0,en,380.0,en,380.0,en,380.0,en,380.0,en,380.0,en,380.0,en,380.0,en,380.0,en,380.0,en
Kayseri-Turkey0,38.7312,35.4787,Kayseri,Turkey,0,,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,224.0,en,224.0,en,224.0,en,328.0,en,328.0,en,328.0,en,328.0,en,328.0,en,527.0,en,527.0,en,527.0,en,527.0,en,527.0,en,527.0,en
Kazan-Russia0,55.7903,49.1347,Kazan,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en,380.0,en,380.0,en,380.0,en,380.0,en,380.0,en
Kemerovo-Russia0,55.345,86.0623,Kemerovo,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
Khabarovsk-Russia0,48.5027,135.0663,Khabarovsk,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,216.0,en,216.0,en,363.0,en,363.0,en,363.0,en,363.0,en,363.0,en,363.0,en,363.0,en,363.0,en,363.0,en
Konya-Turkey0,37.8667,32.4833,Konya,Turkey,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,397.0,en,397.0,en,397.0,en,397.0,en,501.0,en,501.0,en,501.0,en,501.0,en,501.0,en,501.0,en
Krasnodar-Russia0,45.0333,38.9667,Krasnodar,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,190.0,en,311.0,en,458.0,en,458.0,en,458.0,en,587.0,en,967.0,en,1148.0,en,1433.0,en,1649.0,en,1649.0,en,1839.0,en,1943.0,en,1943.0,en,1943.0,en,1943.0,en,1943.0,en
Krasnoyarsk-Russia0,56.0153,92.8932,Krasnoyarsk,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,208.0,en,329.0,en,329.0,en,329.0,en,545.0,en,666.0,en,847.0,en,1097.0,en,1321.0,en,1321.0,en,1442.0,en,1442.0,en,1442.0,en,1442.0,en,1442.0,en,1442.0,en
Kuala Lumpur-Malaysia0,3.139,101.6869,Kuala Lumpur,Malaysia,0,,233.0,en,466.0,en,630.0,en,630.0,en,630.0,en,630.0,en,630.0,en,630.0,en,630.0,en,630.0,en,630.0,en,630.0,en,1036.0,en,1502.0,en,1908.0,en,2150.0,en,2254.0,en,2478.0,en,2711.0,en,3005.0,en,3428.0,en,3532.0,en,3653.0,en,3653.0,en,3653.0,en
Melbourne-Australia0,-37.8141,144.9633,Melbourne,Australia,0,,285.0,en,863.0,en,1079.0,en,1243.0,en,1243.0,en,1243.0,en,1243.0,en,1243.0,en,1243.0,en,1243.0,en,1977.0,en,3255.0,en,4291.0,en,6095.0,en,10541.0,en,12906.0,en,14296.0,en,15168.0,en,16161.0,en,16584.0,en,16860.0,en,17119.0,en,17257.0,en,17490.0,en,17637.0,en
Mersin-Turkey0,36.8,34.6333,Mersin,Turkey,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,458.0,en,458.0,en,458.0,en,458.0,en,458.0,en,458.0,en
Minato-Japan0,35.6581,139.7516,Minato,Japan,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Moscow-Russia0,55.7558,37.6173,Moscow,Russia,0,,199.0,en,449.0,en,553.0,en,700.0,en,942.0,en,1400.0,en,1823.0,en,2643.0,en,3126.0,en,3523.0,en,4196.0,en,4982.0,en,5975.0,en,7330.0,en,9126.0,en,9860.0,en,10896.0,en,11880.0,en,12614.0,en,13702.0,en,14453.0,en,14885.0,en,15265.0,en,15671.0,en,15861.0,en
Mumbai-India0,19.076,72.8777,Mumbai,India,0,,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,241.0,en,241.0,en,370.0,en,543.0,en,767.0,en,767.0,en,767.0,en,888.0,en,888.0,en,888.0,en,888.0,en,888.0,en,888.0,en,888.0,en
Neihu District-Taiwan0,25.0667,121.5833,Neihu District,Taiwan,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en
New Delhi-India0,28.6353,77.225,New Delhi,India,0,,138.0,en,501.0,en,1865.0,en,2910.0,en,3385.0,en,3558.0,en,3860.0,en,4110.0,en,4490.0,en,4602.0,en,4757.0,en,4964.0,en,5430.0,en,6146.0,en,7242.0,en,8028.0,en,8322.0,en,8805.0,en,9288.0,en,9495.0,en,9737.0,en,9866.0,en,9866.0,en,9866.0,en,9866.0,en
Niznij Novgorod-Russia0,56.2965,43.9361,Niznij Novgorod,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,199.0,en,199.0,en,354.0,en,354.0,en,483.0,en,483.0,en,612.0,en,612.0,en,612.0,en,612.0,en,750.0,en
Novomoskovsk-Russia0,54.0109,38.2963,Novomoskovsk,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Novosibirsk-Russia0,55.0084,82.9357,Novosibirsk,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,225.0,en,346.0,en,545.0,en,744.0,en,873.0,en,873.0,en,873.0,en,977.0,en,1150.0,en,1461.0,en,1660.0,en,1910.0,en,2281.0,en,2281.0,en,2445.0,en,2644.0,en,2644.0,en,2644.0,en,2808.0,en,2808.0,en
Omsk-Russia0,54.9833,73.3667,Omsk,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,138.0,en,138.0,en,138.0,en,259.0,en,259.0,en,259.0,en,259.0,en,259.0,en
Orenburg-Russia0,51.7667,55.1005,Orenburg,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
Penza-Russia0,53.2,45.0167,Penza,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Perm-Russia0,58.0,56.3167,Perm,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,320.0,en,484.0,en,484.0,en,639.0,en,915.0,en,1321.0,en,1684.0,en,1908.0,en,1908.0,en,1908.0,en,1908.0,en
Perth-Australia0,-31.9535,115.85700000000001,Perth,Australia,0,,0.0,en,276.0,en,276.0,en,276.0,en,276.0,en,276.0,en,276.0,en,276.0,en,276.0,en,276.0,en,449.0,en,768.0,en,1079.0,en,1735.0,en,2892.0,en,3583.0,en,3997.0,en,4282.0,en,4455.0,en,4455.0,en,4455.0,en,4455.0,en,4455.0,en,4455.0,en,4455.0,en
Petaling Jaya-Malaysia0,3.0993,101.6449,Petaling Jaya,Malaysia,0,,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,276.0,en,509.0,en,682.0,en,682.0,en,682.0,en,855.0,en,1010.0,en,1217.0,en,1562.0,en,1666.0,en,1666.0,en,1666.0,en,1666.0,en
Queenstown-New Zealand0,-45.0312,168.6626,Queenstown,New Zealand,0,,0.0,en,0.0,en,129.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en,302.0,en
Riyadh-Saudi Arabia0,24.6333,46.7167,Riyadh,Saudi Arabia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
Rostov-on-Don-Russia0,47.2333,39.7,RostovonDon,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en
Saint Petersburg-Russia0,59.9343,30.3351,Saint Petersburg,Russia,0,,0.0,en,112.0,en,112.0,en,112.0,en,259.0,en,371.0,en,518.0,en,837.0,en,992.0,en,1260.0,en,1389.0,en,1639.0,en,1855.0,en,2192.0,en,2744.0,en,3150.0,en,3668.0,en,4151.0,en,4315.0,en,4911.0,en,5179.0,en,5438.0,en,5671.0,en,6198.0,en,6336.0,en
Sakarya-Turkey0,40.7833,30.4,Sakarya,Turkey,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,225.0,en,225.0,en,225.0,en,225.0,en,225.0,en,225.0,en
Samara-Russia0,53.2028,50.1408,Samara,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,258.0,en,258.0,en,258.0,en,258.0,en,258.0,en,258.0,en,258.0,en,258.0,en,258.0,en
Samsun-Turkey0,41.2928,36.3313,Samsun,Turkey,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,224.0,en,224.0,en,224.0,en,224.0,en,224.0,en,224.0,en,328.0,en,328.0,en,328.0,en,328.0,en,328.0,en,328.0,en,328.0,en,328.0,en,328.0,en,328.0,en,328.0,en
Saratov-Russia0,51.5333,46.0167,Saratov,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Seoul-South Korea0,37.5665,126.978,Seoul,South Korea,0,,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,311.0,en,415.0,en,657.0,en,769.0,en,769.0,en,890.0,en,890.0,en,890.0,en,890.0,en,890.0,en,890.0,en,890.0,en,890.0,en
Setagaya-Japan0,35.6466,139.6532,Setagaya,Japan,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,207.0,en,207.0,en,207.0,en,207.0,en
Shanghai-China0,31.2304,121.4737,Shanghai,China,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,268.0,en,268.0,en,268.0,en,268.0,en,268.0,en,268.0,en,268.0,en,268.0,en
Singapore-Singapore0,1.2801,103.851,Singapore,Singapore,0,,112.0,en,371.0,en,535.0,en,1053.0,en,1700.0,en,2209.0,en,2451.0,en,3116.0,en,3703.0,en,4195.0,en,4299.0,en,4446.0,en,4981.0,en,5689.0,en,6362.0,en,7061.0,en,7329.0,en,7631.0,en,8019.0,en,8235.0,en,8235.0,en,8235.0,en,8235.0,en,8235.0,en,8235.0,en
Sochi-Russia0,43.5853,39.7203,Sochi,Russia,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en
